PROJECT_REFID;PROJECTID;VERSION;PROJECT_TYPE;PROJECT_NAME;REMARKS;BCIREGION;ADDRESS;TOWN;PROVINCE;COUNTRY_NAME;PROJECT_STATUS;PROJECTSTAGE;CONST_START;CONST_END;TIME_STAMP;VALUE;USVALUE;LANGUAGE;CAT_1_NAME;CAT_2_NAME;CAT_3_NAME;CAT_4_NAME;CAT_5_NAME;DEV_TYPE;DEV_TYPEID;FLOOR_AREA;FOREIGN_PARTICIPATION;KEYWORD;LAST;MAJOR;OWNER_TYPE;OWNER_TYPEID;POSTCODE;PROJECTSTAGEID;PROJECT_NOTES;SITE_AREA;STOREYS;SUBCAT_1_NAME;SUBCAT_2_NAME;SUBCAT_3_NAME;SUBCAT_4_NAME;SUBCAT_5_NAME;SUBCAT_6_NAME;SUBCAT_7_NAME;SUBCAT_8_NAME;TIMETABLE_REMARKS;PROJECT_STATUSID;STATUS_DESC
106264638241934;214686002;4;DORMITORIES for COLLEGE - new - 3 storey;POLITEKNIK PERKERETAAPIAN INDONESIA MADIUN - GEDUNG ASRAMA;* 3 storey dormitory building (approx. 1,500 sq m) * Dormitory  * Multipurpose room * Restrooms  Building elements include: * Flooring : ceramic tile / homogeneous tile * Structural : reinforced concrete * Ceiling : gypsum board * Walling : light brick walls  * Roofing : concrete roof tile  * Roof truss : lightweight steel * Aluminium framed doors & windows * Sanitary ware / plumbing;Java;Jalan Tirta Raya, Kelurahan Nambangan Lor, Kecamatan Manguharjo;Kota Madiun;East Java;Indonesia;Construction Commenced;Construction;13/06/2022;30/11/2022;06/06/2022 17:25:00;11088;0.762;;Residential;Education;;;;New construction;3;1500;0;;1;1;Government;3;63161;8;;;3;Dormitory;University, College, Institute;;;;;;;;115;CONSTRUCTION PERMIT (IMB) APPROVED | MAIN CONTRACT AWARDED | CONSTRUCTION COMMENCED
106309573449982;218057002;2;HOSPITAL - new - 2 storey;RSUD DR. SOESELO SLAWI - GEDUNG GIZI;* 2 storey nutrition building (approx 400 sq m) * Kitchen area rooms * Administration office * Waiting lounge * Storage room  Building elements include: * Flooring : ceramic tile / vinyl sheet flooring / homogeneous tile * Structural : reinforced concrete * Ceiling : gypsum board * Walling : light brick walls * Roofing : concrete roof tile * Roof truss : lightweight steel * Aluminium framed doors & windows / aluminium doors & windows * Lift;Java;Jalan Dr. Sutomo No. 63, Kelurahan Dukuhwringin, Kecamatan Slawi;Tegal;Central Java;Indonesia;Tender Called;Pre-Construction;06/07/2022;28/11/2022;06/06/2022 17:06:00;3024;0.208;;Health;;;;;New construction;3;400;0;;1;0;Government;3;52419;6;;;2;Hospital;;;;;;;;;110;OPEN TENDERS FOR MAIN CONTRACT ADVERTISED | CONTRACT EXPECTED TO BE AWARDED 27 JUNE 202
106352615677320;205106002;11;DORMITORIES for HOSPITAL - new - 2 storey;RSUD BANTEN - MESS TEMPAT PENDIDIKAN;* 2 storey dormitory building (approx. 1,100 sq m) * Multipurpose room  Building elements include: * Flooring : ceramic tile * Structural : reinforced concrete * Ceiling : gypsum board * Walling : light brick walls * Roofing : ceramic roof tile * Roof truss : lightweight steel * Aluminium framed doors & windows / fabricated wood doors *  Sanitary ware / plumbing;Java;Jalan Syeh Nawawi Al Bantani, Kelurahan Banjarsari, Kecamatan Cipocok Jaya;Kota Serang;Banten;Indonesia;Tender Called;Pre-Construction;10/08/2022;30/12/2022;06/06/2022 16:54:00;14000;0.962;;Residential;Health;;;;New construction;3;1100;0;;1;1;Government;3;42123;6;;;2;Dormitory;Hospital;;;;;;;;110;OPEN TENDERS FOR MAIN CONTRACT ADVERTISED | CONTRACT EXPECTED TO BE AWARDED 07 JULY 2022 | OPEN TENDERS FOR SUPERVISORY CONSULTANT CLOSED | PREFERRED TENDERER LISTED | CONTRACT EXPECTED TO BE AWARDED 16 JUNE 2022
106184568185092;205098002;8;TRAINING CENTRE for HOSPITAL - interior decoration - 2 storey;RSUD BANTEN - RUANG PEMBELAJARAN PENDIDIKAN;* 2 storey training centre (approx. 850 sq m) * Classrooms * Administration facilities  Building elements include: * Interior lighting * Interior wall finishes * Interior floor finishes * Ceiling finishes * Partitions / gypsum board;Java;Jalan Syeh Nawawi Al Bantani, Kelurahan Banjarsari, Kecamatan Cipocok Jaya;Kota Serang;Banten;Indonesia;Tender Called;Pre-Construction;10/08/2022;30/12/2022;06/06/2022 16:53:00;7000;0.481;;Education;Health;;;;Interior fitout;6;850;0;;1;0;Government;3;42123;6;;;2;University, College, Institute;Hospital;;;;;;;;110;OPEN TENDERS FOR MAIN CONTRACT ADVERTISED | CONTRACT EXPECTED TO BE AWARDED 07 JULY 2022
106346563481345;198390002;10;RADIOLOGY UNIT for HOSPITAL - new - 3 storey;RSUD KOTA BOGOR - GEDUNG RADIOLOGI;* 3 storey radiology unit building (approx. 7,000 sq m) * Medical consulting rooms * CT scan room * X-ray room  Building elements include: * Flooring : ceramic tile / vinyl sheet flooring * Structural :  reinforced concrete * Ceiling : gypsum board / sandwich panels * Walling : precast concrete panels * Roofing : concrete slab roof * Lifts * Aluminium framed doors & windows / fabricated wood doors * Split type air conditioning * Sanitary ware / plumbing;Java;Jalan Dr. Sumeru No. 120, Kelurahan Menteng, Kecamatan Bogor Barat;Kota Bogor;West Java;Indonesia;Tender Closed - Tenderers Listed ;Pre-Construction;01/07/2022;30/12/2022;06/06/2022 16:50:00;39555;2.718;;Health;;;;;New construction;3;7000;0;;1;1;Government;3;16112;6;;30000;3;Hospital;;;;;;;;;169;OPEN TENDERS FOR MAIN CONTRACT CLOSED | BID LISTED | PREFERRED TENDERER LISTED | CONTRACT EXPECTED TO BE AWARDED 30 JUNE 2022
106346418252955;216662002;5;HOSPITAL - new - 3 storey;RSUD KOTA BOGOR - GEDUNG INSTALASI GAWAT DARURAT (IGD), MEDICAL CHECK UP & RAWAT JALAN;* 3 storey emergency unit building (approx. 9,000 sq m) * Laboratory  * Outpatient care unit  * Polyclinic unit * Medical consulting rooms * Registration area & waiting room  Building elements include: * Flooring : ceramic tile / vinyl sheet flooring * Structural :  reinforced concrete * Ceiling : gypsum board / sandwich panels * Walling : precast concrete panels * Roofing : concrete slab roof * Aluminium framed doors & windows / fabricated wood doors * Lifts * Split type air conditioning * Sanitary ware / plumbing;Java;Jalan Dr. Sumeru No. 120, Kelurahan Menteng, Kecamatan Bogor Barat;Kota Bogor;West Java;Indonesia;Tender Closed - Tenderers Listed ;Pre-Construction;01/07/2022;30/12/2022;06/06/2022 15:53:00;47559;3.268;;Health;Education;;;;New construction;3;9000;0;;1;1;Government;3;16111;6;;;3;Hospital;Research Centre, Laboratory, Observatory;;;;;;;;169;OPEN TENDERS FOR MAIN CONTRACT CLOSED | BID LISTED | PREFERRED TENDERER LISTED | CONTRACT EXPECTED TO BE AWARDED 30 JUNE 2022
106236541758986;216397002;2;EMERGENCY UNIT | WAREHOUSE for HOSPITAL - 2 buildings - refurbishment - single level & single storey;RSUD MUNTILAN KABUPATEN MAGELANG - GEDUNG INSTALASI GAWAT DARURAT (IGD) & GUDANG FARMASI;* Single level emergency unit (approx. 1,000 sq m) * Single storey pharmacy warehouse (approx. 200 sq m) * Medical consulting rooms * Observation room * Registration area & waiting room * Nurse station  Building elements include: * Flooring : ceramic tile / homogenous tile / vinyl sheet flooring * Ceiling : gypsum board * Walling : light brick walls * Roofing : concrete roof tile * Roof truss : lightweight steel  * Aluminium framed doors & windows / solid wood doors * Split type air conditioning * Fire protection system;Java;Jalan Kartini No. 13, Kelurahan Muntilan, Kecamatan Muntilan;Kabupaten Magelang;Central Java;Indonesia;Tender Called;Pre-Construction;04/07/2022;29/12/2022;06/06/2022 15:50:00;5776;0.397;;Health;Industrial;;;;Refurbishment;2;1200;0;;1;0;Government;3;56411;6;;;2;Hospital;Warehousing & Logistics;;;;;;;;110;PROJECT SCOPE CHANGED | OPEN TENDERS FOR MAIN CONTRACT ADVERTISED | CONTRACT EXPECTED TO BE AWARDED 23 JUNE 2022
106353370093466;215859002;5;FACTORY - new - single storey;KAWAI INDONESIA FACTORY (NEW BUILDING SANDING UV PROJECT) - CIKAMPEK;* Single storey musical instruments factory (approx. 2,000 sq m) * Production lines * Quality control room  Building elements include :  * Flooring : hardened concrete floor / epoxy flooring * Structural : steel construction * Ceiling : gypsum board / metal ceiling * Walling : light brick walls / metal walling * Facade : metal panel cladding * Roofing : metal sheet roof * Roof truss : steel frame * Piling : jacking pile  * Aluminium framed doors & windows / metal doors * Fire protection system * Security system;Java;Kawasan Industri Indotaisei Jalan Indotaisei Raya Blok F1 Sektor IA, Kelurahan Kalihurip, Kecamatan Cikampek;Karawang;West Java;Indonesia;Subcontractor(s) Appointed;Construction;01/05/2022;01/09/2022;06/06/2022 14:32:00;20000;1.39;;Industrial;;;;;New construction;3;2000;0;;1;1;Commercial;4;41373;8;;;1;Manufacturing & Processing;Factory;;;;;;;;164;STRUCTURAL STEEL SUBCONTRACTOR APPOINTED BY NEGOTIATION | ROOFING SUBCONTRACTOR APPOINTED BY NEGOTIATION
106288662285639;215551002;5;HOSPITAL (70 beds) - completion - 4 storey;RUMAH SAKIT TYPE D MIJEN (PHASE 3);Completion of 4 storey hospital building (approx. 3,800 sq m), to include : * Inpatient care unit (70 beds) * Emergency unit * Polyclinic unit * Medical consulting rooms * Medical laboratory * Registration area & waiting room * Pharmacy room * At grade car park  Building elements include: * Flooring : ceramic tile / vinyl sheet flooring * Ceiling : gypsum board / sandwich panels * Walling : light brick walls * Roofing : concrete slab roof * Aluminium framed doors & windows / fabricated wood doors * Split type air conditioning;Java;Jalan RM. Hadi Soebeno No. 146 - 148, Kelurahan Mijen, Kecamatan Mijen;Kota Semarang;Central Java;Indonesia;Tender Called;Pre-Construction;07/08/2022;28/12/2022;06/06/2022 13:47:00;8197;0.57;;Health;Education;;;;Extension;5;3800;0;;1;0;Government;3;50213;6;;6000;4;Hospital;Research Centre, Laboratory, Observatory;;;;;;;;110;OPEN TENDERS FOR MAIN CONTRACT ADVERTISED | CONTRACT EXPECTED TO BE AWARDED 08 JULY 2022
106345508904056;215111002;7;ANIMAL QUARANTINE - new - single storey;INSTALASI KARANTINA HEWAN TENAU KOTA KUPANG;* Single storey quarantine area (approx. 1,350 sq m) * Lairages * Cattle ramp  Building elements include: * Flooring : ceramic tile / exposed concrete floor * Structural : reinforced concrete * Walling : light brick walls * Roofing : concrete roof tile / metal sheet roof * Roof truss : steel frame / lightweight steel * Aluminium framed doors & windows / UPVC framed doors & windows;Nusa Tenggara;Jalan Yos Sudarso Tenau, Kelurahan Alak, Kecamatan Alak;Kota Kupang;East Nusa Tenggara;Indonesia;Tender Called;Pre-Construction;17/08/2022;14/12/2022;06/06/2022 11:23:00;7425;0.515;;Industrial;;;;;New construction;3;1350;0;;1;0;Government;3;85224;6;;;1;Agricultural, Horticultural Facility;;;;;;;;;110;OPEN TENDERS FOR MAIN CONTRACT ADVERTISED | CONTRACT EXPECTED TO BE AWARDED 02 JULY 2022
106337493740413;217572002;4;INPATIENT CARE UNIT | COMMUNITY HALL | OFFICES for HOSPITAL  - extension - 2 levels;RUMAH SAKIT BHAYANGKARA LUMAJANG - GEDUNG STAF, AULA DAN RAWAT INAP LANTAI 3 DAN 4;* Extension 2 storey on top of 2 storey hospital building (approx. 1,600 s qm) * Inpatient care unit * Supporting building for hospital * Community hall for hospital * Registration area & waiting room * Medical consulting rooms * Patient recovery rooms * Medical devices & equipments storage * Administration room * Hospital management office room * Patient isolation room * Nurse station room * Doctor on duty room * Officer break room * Storage space for medical equipment * Clean utility room * Dirty utility room * Medical discussion room * Storage space for medical gas cylinders  Building elements include: * Flooring : ceramic tile / homogeneous tile / vinyl sheet flooring * Structural : reinforced concrete * Ceiling : gypsum board * Walling : light brick walls * Roofing : concrete roof tile * Roof truss : lightweight steel * Aluminium framed doors & windows / fabricated wood doors * Split type air conditioning / duct connected air conditioning * Sanitary ware / plumbing;Java;Jalan Kapten Kyai Ilyas No.7, Kelurahan Tompokersan, Kecamatan Lumajang;Lumajang;East Java;Indonesia;Construction Commenced;Construction;02/06/2022;28/12/2022;03/06/2022 17:41:00;8530;0.594;;Health;Community & Cultural;Office;;;Extension;5;1600;0;;1;0;Government;3;67316;8;;;4;Hospital;Community Hall, Community Centre;Government Office;;;;;;;115;CONSTRUCTION COMMENCED
106340603783682;217576002;5;PHARMACY BUILDING for HOSPITAL - refurbishment - single storey;RSUD DR. HARYOTO LUMAJANG - GEDUNG FARMASI;* Single storey pharmacy building refurbishment (approx. 500 sq m) * Work stations & office space * Meeting rooms * Drug storage * Medical laboratory * Medical equipment storage room  Building elements include: * Flooring : ceramic tile * Ceiling : gypsum board / sandwich panels * Walling : light brick walls * Split type air conditioning * Fire protection system;Java;Jalan Basuki Rahmad No. 5, Kelurahan Tompokersan, Kecamatan Lumajang ;Lumajang;East Java;Indonesia;Construction Commenced;Construction;01/06/2022;28/12/2022;03/06/2022 16:51:00;2880;0.198;;Education;Health;;;;Refurbishment;2;500;0;;1;0;Government;3;67311;8;;;1;Research Centre, Laboratory, Observatory;Hospital;;;;;;;;115;CONSTRUCTION COMMENCED
106347397350630;216077002;8;MEDICAL REHABILITATION UNIT for HOSPITAL - completion - 6 storey;RSUD DR SAIFUL ANWAR HOSPITAL - GEDUNG REHABILITASI MEDIK TERPADU & MANAJEMEN (PACKAGE 2022);Completion of 6 storey medical rehabilitation unit building (approx. 4,800 sq m), to include :  * Medical laboratory * Nurse station * Therapy unit * Patient recovery rooms * Medical consulting rooms  Building elements include: * Flooring : ceramic tile * Ceiling : gypsum board * Walling : light brick walls * Roofing : concrete roof tile * Roof truss : lightweight steel * Aluminium framed doors & windows / fabricated wood doors * Lifts * Split type air conditioning * Fire protection system * Security system;Java;Jalan Jaksa Agung Suprapto No. 2, Kelurahan Rampal Celaket, Kecamatan Klojen;Kota Malang;East Java;Indonesia;Construction Commenced;Construction;01/06/2022;28/12/2022;03/06/2022 16:46:00;35620;2.447;;Health;Education;;;;Extension;5;4800;0;;1;1;Government;3;65122;8;;;6;Hospital;Research Centre, Laboratory, Observatory;;;;;;;;115;CONSTRUCTION COMMENCED
106340529728607;212911002;8;HOSPITAL - new - 3 storey;RSUD KERTASARI;* 3 storey hospital (approx. 5,000 sq m) * Inpatient care unit  * Emergency unit * Surgical unit * Medical laboratory * Medical consulting rooms * Patient medical record room * Patient recovery rooms  * Obstetrics & gynaecology unit * Registration area & waiting room * Observation room * Pharmacy room * Neonatal Intensive Care Unit (NICU) * Medical devices & equipments storage   Building elements include: * Flooring : ceramic tile / vinyl sheet flooring / homogeneous tile * Structural : reinforced concrete * Ceiling : gypsum board / sandwich panels * Walling : light brick walls * Roofing : concrete roof tile * Roof truss : lightweight steel  * Aluminium framed doors & windows / solid wood doors / automatic sliding doors * Split type air conditioning * Lifts * Fire protection system * Sanitary ware / plumbing;Java;Kampung Gosali RW 02, Desa Sukapura, Kecamatan Kertasari;Kabupaten Bandung;West Java;Indonesia;Tender Closed - Tenderers Listed ;Pre-Construction;01/07/2022;01/12/2022;03/06/2022 16:17:00;26800;1.841;;Health;Education;;;;New construction;3;5000;0;;1;1;Government;3;40257;6;;20000;3;Hospital;Research Centre, Laboratory, Observatory;;;;;;;;169;OPEN TENDERS FOR MAIN CONTRACT CLOSED | BID LISTED | PREFERRED TENDERER LISTED | CONTRACT EXPECTED TO BE AWARDED 17 JUNE 2022 | OPEN TENDERS FOR SUPERVISORY CONSULTANT CLOSED | PREFERRED TENDERER LISTED | CONTRACT EXPECTED TO BE AWARDED 14 JUNE 2022 
106361501156972;218805002;1;FLATS (40) for UNIVERSITY - new - 3 storey;RUMAH SUSUN SEKOLAH TINGGI TEOLOGI GEREJA KRISTEN SUMBA;* 3 storey student housing flats (approx. 2,500 sq m) * 40 flats * Multipurpose room * At grade car park  Building elements include: * Flooring : ceramic tile * Structural : reinforced concrete * Ceiling : gypsum board * Walling : light brick walls * Roofing : metal sheet roofing * Roof truss : lightweight steel * Aluminium framed doors & windows / solid wood doors * Fire protection system * Sanitary ware / plumbing;Nusa Tenggara;Jalan Pametikarata, Kelurahan Lewa Tidahu, Kecamatan Lewa;Sumba Timur;East Nusa Tenggara;Indonesia;Tender Called;Pre-Construction;01/08/2022;31/12/2022;03/06/2022 14:26:00;15113;1.038;;Residential;Education;;;;New construction;3;2500;0;;1;1;Government;3;87152;6;;;3;Apartment, Condominium, Townhouse;University, College, Institute;;;;;;;;110;OPEN TENDERS FOR MAIN CONTRACT ADVERTISED | CONTRACT EXPECTED TO BE AWARDED 25 JULY 2022 | OPEN TENDERS ADVERTISED FOR CONSTRUCTION MANAGER | CONTRACT EXPECTED TO BE AWARDED 03 AUGUST 2022
106177550811323;193467002;6;UNIVERSITY - refurbishment - 3 storey;UNIVERSITAS MATARAM - GEDUNG A FAKULTAS HUKUM;* 3 storey campus building (approx. 1,500 sq m) * Classrooms * Lecturer rooms * At grade car park  Building elements include: * Flooring : ceramic tile * Ceiling : gypsum board * Walling : light brick walls * Roofing : concrete roof tile * Roof truss : lightweight steel * Aluminium framed doors & windows;Nusa Tenggara;Jalan Majapahit No. 62, Kelurahan Gomong, Kecamatan Selaparang;Mataram;West Nusa Tenggara;Indonesia;Tender Called;Pre-Construction;01/08/2022;31/12/2022;03/06/2022 14:12:00;5037;0.346;;Education;Community & Cultural;;;;Refurbishment;2;1500;0;;1;0;Government;3;83126;6;;;3;University, College, Institute;Library;;;;;;;;110;OPEN TENDERS FOR MAIN CONTRACT ADVERTISED | CONTRACT EXPECTED TO BE AWARDED 08 JULY 2022
106351585733089;215737002;7;LABORATORY for HOSPITAL - new - 4 storey;RSUD DR. SAIFUL ANWAR - GEDUNG FORENSIK & GEDUNG STERILISASI CENTRAL (DBHCHT);* 4 storey forensic laboratory & sterilization building (approx. 5,250 sq m) * Work stations & office space * Autopsy & embalming room * Observation room * Decontamination room * Tools packing & storage room * Production & processing room * Administration room * Meeting room * Waiting room * Laboratory  Building elements include: * Flooring : ceramic tile / homogeneous tile * Structural : reinforced concrete * Ceiling : gypsum board / sandwich panels * Walling : light brick walls * Roofing : concrete roof tile * Aluminium framed doors & windows / fabricated wood doors * Split type air conditioning with HEPA Filter * Sanitary ware / plumbing * Lifts;Java;Jalan Jaksa Agung Suprapto No. 2, Kelurahan Rampal Celaket, Kecamatan Klojen;Kota Malang;East Java;Indonesia;Contract Awarded / Builder Appointed;Pre-Construction;17/07/2022;17/12/2022;02/06/2022 17:58:00;24768;1.702;;Education;Health;;;;New construction;3;5250;0;;1;1;Government;3;65122;6;;;4;Research Centre, Laboratory, Observatory;Hospital;;;;;;;;112;MAIN CONTRACT AWARDED | CONSTRUCTION EXPECTED TO COMMENCE JULY 2022
